Name,Detail description en,Detail description vn,Location
Thịt kho tàu,"Caramelized braised pork belly with boiled eggs cooked in coconut water and fish sauce until tender and glazed. Ingredients: pork belly, eggs, coconut water, fish sauce, sugar. Taste is sweet-savory, deeply caramelized and comforting. Best with steamed rice for family meals. A common Tet and everyday dish in southern Vietnam.","Thịt kho tàu là món thịt ba chỉ kho với trứng trong nước dừa và nước mắm đến khi mềm và có nước màu. Nguyên liệu: thịt, trứng, nước dừa, nước mắm, đường. Vị mặn ngọt, thấm và ấm áp. Thích hợp ăn cùng cơm nóng, thường xuất hiện trong mâm cỗ Tết và bữa cơm gia đình miền Nam.",Miền Nam
Lẩu mắm Cần Thơ,"Fermented fish hotpot with a strong umami broth, assorted seafood, fish, vegetables and herbs cooked at the table. Ingredients: fermented fish base, assorted seafood/meat, vegetables, herbs. Taste is intensely savory, pungent and aromatic. Best for communal dinners, particularly among seafood lovers. A Mekong Delta specialty reflecting regional flavors.","Lẩu mắm Cần Thơ là lẩu với nước dùng làm từ mắm, kèm hải sản, cá, rau và thảo mộc, nấu ngay tại bàn. Nguyên liệu: mắm, hải sản/thịt, rau, gia vị. Vị đậm, nồng và thơm. Phù hợp cho bữa tối tập thể, đặc biệt cho người ưa vị mạnh. Là đặc sản vùng đồng bằng sông Cửu Long.",Cần Thơ
Bò kho,"Vietnamese beef stew made with shredded or cubed beef braised in a spiced tomato-based gravy with carrots and served with bread or rice. Ingredients: beef, tomato, spices (star anise, cinnamon), carrot, bread/rice. Taste is aromatic, savory and slightly sweet-spicy. Best as breakfast or brunch with a baguette or with rice. A popular fusion-influenced comfort food.","Bò kho là món bò kho kiểu Việt với thịt bò hầm trong sốt cà rốt, cà chua và gia vị (hồi, quế), thường ăn với bánh mì hoặc cơm. Nguyên liệu: bò, cà chua, gia vị, cà rốt, bánh mì/cơm. Vị thơm, đậm và hơi ngọt cay. Thích hợp ăn sáng hoặc brunch với bánh mì. Là món ăn mang ảnh hưởng giao thoa ẩm thực.",Toàn quốc
Bánh gối Hà Nội,"Crispy fried pastry pocket stuffed with minced meat, glass noodles and vegetables, similar to an empanada. Ingredients: pastry, minced pork, glass noodles, vegetables. Taste is crispy, savory and aromatic. Best as a snack or breakfast. A northern Vietnamese street snack frequently found in Hanoi markets.","Bánh gối Hà Nội là bánh rán nhân thịt, miến và rau, giống như một chiếc túi ăn được chiên giòn. Nguyên liệu: vỏ bột, thịt băm, miến, rau. Vị giòn, đậm và thơm. Thích hợp làm ăn vặt hoặc ăn sáng. Là món ăn đường phố miền Bắc thường thấy ở Hà Nội.",Hà Nội
Bánh giò Hà Nội,"Pyramid-shaped steamed rice dumpling filled with minced pork, wood ear mushrooms and shallots wrapped in banana leaf. Ingredients: rice flour, pork, mushrooms, banana leaves. Taste is soft, savory and fragrant. Best as breakfast or snack. A popular Hanoi street breakfast item with comforting flavors.","Bánh giò là bánh gói hình chóp nấu hấp với nhân thịt băm, mộc nhĩ và hành, gói bằng lá chuối. Nguyên liệu: bột gạo, thịt, mộc nhĩ, lá chuối. Vị mềm, đậm và thơm. Thích hợp ăn sáng hoặc ăn vặt. Món ăn đường phố quen thuộc ở Hà Nội.",Hà Nội
Bánh đúc,"Soft rice cake often served with savory toppings like minced pork and fried shallots or sweetened with coconut and sugar depending on the region. Ingredients: rice flour or corn flour, pork (savory) or coconut (sweet). Taste can be savory or sweet and comforting. Best as breakfast or snack. A versatile traditional snack found across Vietnam with regional variations.","Bánh đúc là bánh mềm làm từ bột gạo hoặc bột ngô, ăn mặn với thịt băm và hành phi hoặc ngọt với nước dừa và đường tùy vùng. Nguyên liệu: bột, thịt hoặc dừa. Vị có thể mặn hoặc ngọt, mang tính an ủi. Thường dùng làm điểm tâm hoặc ăn vặt, có nhiều biến thể địa phương.",Toàn quốc
Bánh hỏi,"Finely woven rice vermicelli sheets served with grilled meats, herbs and dipping sauce. Ingredients: fine rice noodle sheets, grilled pork or other meats, herbs, fish sauce. Taste is delicate, soft and pairs well with savory grilled proteins. Best as a main course or festive meal. Common in central Vietnam and Bình Định/Bình Thuận regions.","Bánh hỏi là lớp sợi bún nhỏ mảnh tinh xảo, thường ăn kèm thịt nướng, rau thơm và nước chấm. Nguyên liệu: sợi bún mảnh, thịt nướng, rau, nước mắm. Vị nhẹ nhàng, mềm và kết hợp tốt với các món thịt. Thường dùng làm bữa chính hoặc trong các dịp đãi khách, phổ biến ở miền Trung.",Miền Trung
Nem chua Thanh Hóa,"Fermented pork roll made from lean pork, garlic, chili and wrapped in banana leaf, lightly fermented to develop tangy flavor. Ingredients: pork, garlic, chili, banana leaf. Taste is tangy, slightly spicy and chewy. Best as a snack or appetizer with beer. A specialty of Thanh Hóa province famed for its texture and fermentation technique.","Nem chua Thanh Hóa là món nem từ thịt nạc lên men nhẹ, tỏi, ớt và gói lá chuối, lên men tạo vị chua đặc trưng. Nguyên liệu: thịt lợn, tỏi, ớt, lá chuối. Vị chua, hơi cay và dai. Thích hợp làm món nhậu hoặc ăn vặt. Đặc sản Thanh Hóa nổi tiếng nhờ kỹ thuật lên men và độ dai vừa phải.",Thanh Hóa
Bánh pía Sóc Trăng,"A flaky pastry filled with mung bean paste, salted egg yolk and sometimes durian, originally from the Mekong Delta. Ingredients: pastry, mung bean, salted egg, durian (optional). Taste is sweet, rich and slightly savory from the egg yolk. Best as a dessert or gift. A well-known specialty of Sóc Trăng and surrounding Mekong provinces.","Bánh pía Sóc Trăng là bánh vỏ giòn nhiều lớp, nhân đậu xanh, trứng muối và đôi khi có sầu riêng. Nguyên liệu: vỏ bánh, đậu xanh, trứng muối, sầu riêng (tùy). Vị ngọt, béo và hơi mặn của trứng muối. Phù hợp làm món tráng miệng hoặc quà biếu. Đặc sản nổi tiếng của Sóc Trăng và vùng Đồng bằng sông Cửu Long.",Sóc Trăng
Kẹo dừa Bến Tre,"Coconut candy made from coconut milk and sugar, often rolled into small bars and coated with coconut flakes. Ingredients: coconut milk, sugar, malt, coconut. Taste is sweet, rich and aromatic coconut. Best as a snack or souvenir. A specialty product of Bến Tre province known for its coconut plantations.","Kẹo dừa Bến Tre là kẹo làm từ nước cốt dừa và đường, cuộn thành thanh và rắc dừa nạo. Nguyên liệu: nước cốt dừa, đường, mạch nha, dừa. Vị ngọt, béo và thơm dừa. Thích hợp làm đồ ăn vặt hoặc quà. Đặc sản Bến Tre nổi tiếng nhờ nguồn dừa dồi dào.",Bến Tre
Bánh ít,"Small sticky rice cakes often filled with sweet or savory fillings and wrapped in banana leaf; varieties exist across central Vietnam. Ingredients: glutinous rice, mung bean or coconut/pork fillings, banana leaf. Taste varies from sweet to savory; generally chewy and fragrant. Best as snack or festive offering. A traditional cake with many regional forms.","Bánh ít là bánh nếp nhỏ gói lá chuối, nhân ngọt hoặc mặn tùy vùng (đậu xanh, dừa hoặc thịt). Nguyên liệu: nếp, nhân, lá chuối. Vị có thể ngọt hoặc mặn, dai và thơm. Thích hợp làm ăn vặt hoặc biếu trong dịp lễ. Là loại bánh truyền thống có nhiều biến thể địa phương, thường thấy ở miền Trung.",Miền Trung
Bún măng vịt,"Duck and bamboo shoot noodle soup with light broth, shredded duck meat and bamboo shoots over rice vermicelli. Ingredients: duck, bamboo shoots, rice vermicelli, broth, herbs. Taste is savory, slightly sweet and aromatic. Best for lunch or dinner in cooler weather. A comforting northern dish often enjoyed in Hanoi.","Bún măng vịt là bún nước với vịt xé và măng khô, nước dùng thanh và thơm. Nguyên liệu: vịt, măng, bún, nước dùng, rau. Vị đậm, hơi ngọt và thơm. Thích hợp ăn trưa hoặc tối khi trời se lạnh. Là món an ủi rất được ưa chuộng ở miền Bắc, đặc biệt là Hà Nội.",Hà Nội
Mì vịt tiềm,"Braised duck noodle soup influenced by Chinese cuisine, with duck stewed in medicinal herbs and served with egg noodles. Ingredients: duck, herbs, soy sauce, egg noodles. Taste is rich, herbal and savory. Best as comforting lunch or dinner. Especially popular in southern cities like Ho Chi Minh City with Chinese-Vietnamese communities.","Mì vịt tiềm là món mì với vịt hầm trong thuốc bắc và gia vị, phục vụ cùng mì trứng. Nguyên liệu: vịt, gia vị/thuốc bắc, nước tương, mì trứng. Vị đậm, thơm thuốc bắc và mặn. Thích hợp ăn trưa hoặc tối cho bữa ăn bổ dưỡng. Phổ biến ở các thành phố miền Nam, đặc biệt trong cộng đồng Hoa kiều.",TP. Hồ Chí Minh
Bánh mì chảo,"A skillet-style breakfast of fried egg, pate, sausages or meat served on a small pan alongside pieces of baguette. Ingredients: eggs, pate, sausages, oil, baguette. Taste is rich, savory and satisfying. Best for breakfast or brunch. A popular casual breakfast in Vietnamese cafes and street stalls.","Bánh mì chảo là bữa sáng với trứng ốp la, pate, xúc xích hoặc thịt trong chảo nhỏ, ăn kèm bánh mì. Nguyên liệu: trứng, pâté, xúc xích, dầu ăn, bánh mì. Vị béo, mặn và no. Thích hợp ăn sáng hoặc brunch. Rất phổ biến ở quán cafe và hàng ăn sáng khắp Việt Nam.",Toàn quốc
Bánh mì xíu mại,"Banh mi served with meatballs (xíu mại) in a light tomato broth; meatballs often made from pork and seasoned with five-spice. Ingredients: meatballs, tomato broth, baguette, herbs. Taste is savory, slightly sweet and aromatic. Best as breakfast or snack. A Cantonese-influenced dish adapted into Vietnamese street cuisine.","Bánh mì xíu mại là bánh mì ăn kèm xíu mại (viên thịt) trong nước sốt cà chua nhẹ; xíu mại thường tẩm ngũ vị hương. Nguyên liệu: xíu mại, nước sốt cà, bánh mì, rau. Vị mặn, hơi ngọt và thơm. Thích hợp ăn sáng hoặc ăn vặt. Sự giao thoa ẩm thực Quảng Đông - Việt Nam trên đường phố.",Toàn quốc
Bánh tráng cuốn thịt heo (cuốn bánh tráng),"Boiled pork slices wrapped in rice paper with fresh herbs and dipped in fermented shrimp sauce or peanut sauce. Ingredients: boiled pork, rice paper, herbs, dipping sauce. Taste is fresh, savory and herbaceous. Best as a light lunch or shared meal. Popular in central Vietnam (e.g., Hue) and used in family gatherings.","Bánh tráng cuốn thịt heo là thịt luộc thái lát cuốn cùng bánh tráng và rau thơm, chấm mắm tôm hoặc tương đậu phộng. Nguyên liệu: thịt luộc, bánh tráng, rau, nước chấm. Vị tươi, mặn và nhiều rau thơm. Thích hợp ăn trưa nhẹ hoặc ăn chung. Phổ biến ở miền Trung như Huế và trong bữa ăn gia đình.",Miền Trung (Huế)
Bánh da lợn,"Layered steamed cake made from rice flour, mung bean and pandan, with colorful bands. Ingredients: rice flour, mung bean, coconut milk, pandan. Taste is sweet, soft and aromatic. Best as dessert or snack. A traditional Vietnamese treat commonly sold in markets and bakeries.","Bánh da lợn là bánh hấp nhiều lớp làm từ bột gạo, đậu xanh và lá dứa, có màu sắc bắt mắt. Nguyên liệu: bột gạo, đậu xanh, nước cốt dừa, lá dứa. Vị ngọt, mềm và thơm. Thích hợp làm tráng miệng hoặc ăn vặt. Món quà truyền thống thường thấy ở chợ và tiệm bánh.",Toàn quốc
Bánh cam,"Deep-fried glutinous rice balls coated with sesame and filled with sweet mung bean paste. Ingredients: glutinous rice flour, mung bean, sesame, sugar. Taste is crispy outside, chewy inside and sweet. Best as snack or dessert. Common in northern Vietnam as a traditional sweet.","Bánh cam là bánh nếp chiên phủ mè và nhân đậu xanh đường. Nguyên liệu: bột nếp, đậu xanh, mè, đường. Vị ngoài giòn, trong dẻo và ngọt. Thích hợp làm ăn vặt hoặc tráng miệng. Phổ biến ở miền Bắc như món ngọt truyền thống.",Miền Bắc
Bánh rán,"Similar to bánh cam but sometimes filled with mung bean or sweetened coconut, crispy outside and soft inside. Ingredients: glutinous rice flour, fillings, oil. Taste is sweet and textural contrast between crispy and soft. Best as snack or dessert. A traditional Vietnamese fried cake with regional names and fillings.","Bánh rán giống bánh cam nhưng có nhiều phiên bản nhân đậu xanh hoặc dừa, vỏ giòn, nhân mềm. Nguyên liệu: bột nếp, nhân, dầu. Vị ngọt và có độ tương phản giữa giòn và mềm. Thích hợp ăn vặt hoặc tráng miệng. Là loại bánh chiên truyền thống với nhiều biến thể vùng miền.",Toàn quốc
Bánh đậu xanh Hải Dương,"Crunchy, slightly sweet mung-bean cake often formed into discs and associated with Hải Dương province. Ingredients: mung beans, sugar, oil/butter. Taste is sweet, crumbly and nutty. Best as a tea-time snack or souvenir. A famous specialty of Hải Dương commonly bought as a gift.","Bánh đậu xanh Hải Dương là bánh đậu xanh bùi, hơi ngọt và thường thành miếng tròn, đặc sản Hải Dương. Nguyên liệu: đậu xanh, đường, mỡ/bơ. Vị ngọt, bùi và vụn. Thích hợp ăn cùng trà hoặc làm quà. Nổi tiếng là đặc sản của tỉnh Hải Dương.",Hải Dương
